Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.231,Capital Region,2020-07-29T06:31:54.832Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.231,Capital Region,2020-07-29T06:31:40.741Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.231,Capital Region,2020-07-29T06:31:31.171Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.143.231,Capital Region,2020-07-29T06:30:49.556Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.17,Capital Region,2020-07-26T09:34:51.016Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.17,Capital Region,2020-07-26T09:34:46.861Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.17,Capital Region,2020-07-26T09:34:32.219Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.137.17,Capital Region,2020-07-26T09:33:54.358Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,DE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.155.150.18,Bavaria,2020-07-23T07:31:40.848Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,DE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.155.150.18,Bavaria,2020-07-19T18:28:20.364Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.110,Central Denmark,2020-07-17T22:02:48.209Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.41,Central Denmark,2020-07-13T17:35:35.725Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,212.237.134.41,Central Denmark,2020-07-09T19:49:13.720Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.143.7,Capital Region,2020-07-07T16:35:30.045Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.138.199,Capital Region,2020-07-06T15:57:21.143Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,192.38.138.199,Capital Region,2020-07-05T09:31:27.620Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.251.16.113,Stockholm,2020-05-31T05:47:04.951Z
NFAPPL-01-IPAD3=4-626A1CDEDA37C6B643EFD4239B7FB167ECB917B08219D582E47B5C271603C69E,NL,Apple iPad 4 WiFi,Apple iPad 4 WiFi,83.86.85.88,South Holland,2020-05-25T21:06:44.064Z
NFANDROID2-PRV-UZX8020CHM1-TECHNTV=HUB-7569-4797F3D821908AEE26AC86F83E2928388EED3098A4794347E13865DDBD75BDE2,SE,Com Hem UZX8020CHM1 MVPD STB,Com Hem UZX8020CHM1 MVPD STB,83.251.16.113,Stockholm,2020-05-02T19:59:45.448Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.251.16.113,Stockholm,2020-04-24T18:56:20.360Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.217.155.8,Stockholm,2020-04-12T09:18:42.997Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),83.86.85.88,South Holland,2020-03-28T19:09:56.456Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2020-03-06T15:04:29.864Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2020-02-27T10:14:32.781Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,GB,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),81.136.246.178,Rhondda Cynon Taf,2020-02-17T22:06:48.420Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,DE,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),46.189.28.78,Baden-Württemberg,2020-02-16T10:37:55.279Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,DE,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),46.189.28.78,Baden-Württemberg,2020-02-15T16:00:10.382Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,DE,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,46.189.28.36,Bavaria,2020-02-15T15:01:35.269Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,DE,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,46.189.28.75,Berlin,2020-02-15T14:12:30.643Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,DE,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),46.189.28.34,Brandenburg,2020-02-15T14:03:38.437Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,GB,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),81.136.246.178,Rhondda Cynon Taf,2020-02-12T21:40:39.814Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,GB,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),185.201.63.254,Tower Hamlets,2020-02-10T19:38:23.584Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),83.86.85.88,South Holland,2020-01-12T18:42:39.480Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,80.217.155.8,Stockholm,2020-01-06T16:06:09.650Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:1bc:fdf5:9987:74a9,Zürich,2020-01-05T17:28:19.067Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:dd6e:8716:439e:57ef,Zürich,2020-01-04T15:09:53.171Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,194.153.182.135,Graubünden,2020-01-02T18:53:20.535Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:74cf:3ce6:9fe7:ad2f,Zürich,2020-01-01T15:20:34.934Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:a41a:b656:fc6e:f77f,Zürich,2020-01-01T11:17:37.513Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,2001:1c00:e11:f000:d044:f9ba:dbf4:71a2,South Holland,2020-01-01T05:45:18.850Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2020-01-01T05:23:23.781Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,2001:1c00:e11:f000:d044:f9ba:dbf4:71a2,South Holland,2019-12-31T14:23:20.434Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:6536:5a66:5114:be54,Zürich,2019-12-31T13:00:20.793Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,178.198.247.85,Zürich,2019-12-31T11:01:27.351Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:6536:5a66:5114:be54,Zürich,2019-12-31T10:28:17.150Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:2c6f:7551:6536:5a66:5114:be54,Zürich,2019-12-30T14:40:10.832Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,178.198.247.85,Zürich,2019-12-30T14:35:50.992Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2019-12-28T01:08:09.590Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,US,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,96.241.113.119,Maryland,2019-12-27T18:20:23.395Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,US,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,96.241.113.119,Maryland,2019-12-25T05:02:46.844Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,84.227.223.109,Schaffhausen,2019-12-17T06:21:07.690Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:403e:6925:4f6a:b080,Zürich,2019-12-17T00:22:44.767Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:403e:6925:4f6a:b080,Zürich,2019-12-16T07:41:59.965Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-12-10T17:47:47.381Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-12-08T10:50:34.626Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,94.234.39.42,Stockholm,2019-12-08T10:08:06.727Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-12-07T09:36:28.494Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-12-02T21:25:37.614Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:4d80:27e:a63a:9558,Zürich,2019-11-29T22:26:24.045Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-11-28T19:38:34.855Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2019-11-28T07:19:00.186Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,SE,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.241.155.2,Stockholm,2019-11-19T21:23:34.987Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:594e:bb07:f6c:6f4e,Zürich,2019-11-18T20:54:54.992Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:594e:bb07:f6c:6f4e,Zürich,2019-11-17T08:14:43.253Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:107:b470:4c22:b01a,Zürich,2019-11-12T20:51:15.662Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:7857:c289:f571:6caf,Zürich,2019-11-08T21:09:45.492Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:7857:c289:f571:6caf,Zürich,2019-11-06T20:23:45.077Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:145b:d4b2:d533:9a9,Zürich,2019-11-05T21:04:32.892Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:a80a:f5e7:45e1:a130,Zürich,2019-11-04T18:24:57.696Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:61a9:d044:a2c6:2455,Zürich,2019-11-03T20:53:15.335Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:61a9:d044:a2c6:2455,Zürich,2019-10-30T20:06:56.619Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:6c08:dcb8:82b6:d248,Zürich,2019-10-28T21:30:06.337Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:6c08:dcb8:82b6:d248,Zürich,2019-10-27T16:50:07.535Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:8c77:660c:8a9e:4faf,Zürich,2019-10-24T18:55:42.035Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:4e3d:f6d0:8c77:660c:8a9e:4faf,Zürich,2019-10-23T18:46:54.671Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,84.227.223.109,Schaffhausen,2019-10-22T19:53:29.890Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,84.227.223.109,Schaffhausen,2019-10-21T05:42:54.902Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,89.217.83.14,St. Gallen,2019-10-16T05:02:13.794Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:9d95:30e0:fdaa:2b60:3537:6ce2,Zürich,2019-10-15T13:42:56.442Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2001:1715:9d95:30e0:fdaa:2b60:3537:6ce2,Zürich,2019-10-09T07:07:46.109Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,89.217.83.14,St. Gallen,2019-07-18T17:41:00.557Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,89.217.222.73,Basel-Landschaft,2019-06-26T05:56:25.920Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.185,Zürich,2019-06-17T17:12:16.405Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.214,Zürich,2019-06-12T18:32:31.345Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.187,Zürich,2019-06-10T16:24:37.129Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.213,Zürich,2019-06-07T16:39:49.180Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.198,Zürich,2019-06-07T05:35:34.982Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.169,Zürich,2019-06-06T04:58:09.050Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.156,Zürich,2019-06-05T19:16:22.371Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.142,Zürich,2019-06-05T04:39:27.984Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.149,Zürich,2019-06-04T18:58:55.999Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.166,Zürich,2019-06-03T16:36:15.446Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.190,Zürich,2019-06-02T10:53:15.378Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.247,Zürich,2019-06-02T08:05:43.156Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.166,Zürich,2019-05-23T05:50:45.092Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.218,Zürich,2019-05-22T18:29:04.788Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.223,Zürich,2019-05-22T06:09:54.619Z
